1,1,0.372597
1,10,0.384605
1,100,0.478772
1,300,0.542352
1,500,0.547541
10,1,0.489856
10,10,0.541824
10,100,0.629662
10,300,0.667624
10,500,0.658215
100,1,0.582867
100,10,0.622818
100,100,0.679303
100,300,0.694150
100,500,0.707857
200,1,0.587711
200,10,0.627088
200,100,0.681014
200,300,0.699569
200,500,0.701289
300,1,0.595426
300,10,0.626235
300,100,0.689004
300,300,0.694720
300,500,0.699292
500,1,0.595996
500,10,0.628511
500,100,0.685860
500,300,0.698725
500,500,0.699579
